id	net_time	start_time	end_time	op	wf_curr_app	userid	status	user_type	comments	appid	grID	internalfileid	clientid	log_id
10542	65.31000000	20230411113832	20230411113937	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295428	9653FID	CL000000013369	LT000000010466
10952	64.81000000	20230411172209	20230411172313	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010875
682	64.67000000	20230330115319	20230330115424	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2110	SSCAGNETTI	GRReschedulingOrderMonitoring	I	yyy	GuaranteeRequest	GR000000295137	3877FID	CL000000005805	LT000000000676
3902	64.25000000	20230403121515	20230403121619	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600A	LFINI	GRAPPRIS	I	yyy	GuaranteeRequest	GR000000295203	9772FID	CL000000013534	LT000000003869
3560	64.13000000	20230403105102	20230403105206	Caricamento Pagina	XXX	ALBEROBELLOPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003528
617	63.59000000	20230330113327	20230330113430	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000611
12129	63.53000000	20230412150626	20230412150730	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294992	9702FID	CL000000013412	LT000000012046
633	62.25000000	20230330113445	20230330113547	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000627
3840	62.12000000	20230403115239	20230403115341	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000003807
5252	61.58000000	20230404085208	20230404085310	Caricamento Pagina	XXX	GIOACHINO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005216
11601	61.04000000	20230412115638	20230412115739	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	DDESIMONE	XXX	I	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000011518
3901	60.66000000	20230403121518	20230403121619	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600A	LFINI	GRAPPRIS	I	yyy	GuaranteeRequest	GR000000295203	9772FID	CL000000013534	LT000000003868
672	60.50000000	20230330114926	20230330115027	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2110	SSCAGNETTI	GRReschedulingOrderMonitoring	I	yyy	GuaranteeRequest	GR000000295137	3877FID	CL000000005805	LT000000000666
2980	59.91000000	20230403091140	20230403091240	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000002959
3410	59.22000000	20230403102648	20230403102748	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003383
11638	58.55000000	20230412120736	20230412120835	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	DDESIMONE	XXX	I	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000011555
10783	58.46000000	20230411142256	20230411142354	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295012	9585FID	CL000000013097	LT000000010706
3242	58.26000000	20230403095033	20230403095131	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003215
7561	58.18000000	20230405102007	20230405102106	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000007503
3255	58.16000000	20230403095305	20230403095404	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003228
3990	58.02000000	20230403123641	20230403123739	Caricamento Pagina	XXX	LFINI	XXX	I	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003957
3376	57.96000000	20230403102108	20230403102206	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003349
7575	57.90000000	20230405102453	20230405102551	GuaranteeRequestDetail.asp --> ShowForm-Send	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295266	9789FID	CL000000013542	LT000000007517
12261	57.76000000	20230412155525	20230412155623	Caricamento Pagina	XXX	COOPCREDIT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000012178
616	57.46000000	20230330113332	20230330113430	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF3062	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000610
7898	56.41000000	20230405111522	20230405111618	Caricamento Pagina	XXX	DESKAGRARIO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007835
3240	56.00000000	20230403094935	20230403095031	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003213
632	55.95000000	20230330113450	20230330113546	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF3062	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000626
9482	55.89000000	20230406153157	20230406153253	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	MSCARINZI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000206472	2823FID	CL000000004380	LT000000009411
10150	55.61000000	20230411094008	20230411094103	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	SDELGOBBO	GRRimodPDAAcceptedSEG	I	yyy	GuaranteeRequest	GR000000295387	2260FID	CL000000003632	LT000000010079
2103	55.38000000	20230331111522	20230331111617	ClientsFunctions.asp --> Function ShowListCommission	yyy	FCATANIA	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000207680	2468FID	CL000000003887	LT000000002086
489	55.35000000	20230330110448	20230330110544	Caricamento Pagina	XXX	PACHINOPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000000485
11629	55.33000000	20230412120359	20230412120454	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011546
11276	55.14000000	20230412101555	20230412101650	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295366	9799FID	CL000000013561	LT000000011197
10412	54.98000000	20230411105157	20230411105252	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295236	9674FID	CL000000013404	LT000000010338
9281	54.95000000	20230406131141	20230406131236	Caricamento Pagina	XXX	DMASSELLA	XXX	I	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009210
11716	54.29000000	20230412123823	20230412123917	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	DCARANGELO	GRInadempimentoIntegrazioneMonitoring	I	yyy	GuaranteeRequest	GR000000293436	411FID	CL000000000760	LT000000011633
10553	54.18000000	20230411114108	20230411114202	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295428	9653FID	CL000000013369	LT000000010477
671	54.16000000	20230330114932	20230330115026	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2110	SSCAGNETTI	GRReschedulingOrderMonitoring	I	yyy	GuaranteeRequest	GR000000295137	3877FID	CL000000005805	LT000000000665
3264	53.94000000	20230403095404	20230403095458	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003237
5351	53.52000000	20230404093851	20230404093945	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	RARDIGO	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000005315
4003	53.51000000	20230403123930	20230403124024	Caricamento Pagina	XXX	ALTAVALSUGANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003970
2618	53.46000000	20230331161732	20230331161825	Caricamento Pagina	XXX	CIVIAGRARIO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000002599
11200	53.27000000	20230412100510	20230412100604	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011123
10522	53.23000000	20230411113324	20230411113417	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295238	9653FID	CL000000013369	LT000000010447
10392	53.14000000	20230411104732	20230411104825	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295237	9713FID	CL000000013451	LT000000010319
3280	53.08000000	20230403095643	20230403095736	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003253
7557	53.00000000	20230405101640	20230405101733	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000007499
10541	52.50000000	20230411113844	20230411113937	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295428	9653FID	CL000000013369	LT000000010465
10164	52.47000000	20230411094157	20230411094250	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295408	9617FID	CL000000013334	LT000000010093
9481	52.43000000	20230406153200	20230406153252	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2100	MSCARINZI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000206472	2823FID	CL000000004380	LT000000009410
9913	52.32000000	20230407121234	20230407121326	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009842
788	52.11000000	20230330123200	20230330123252	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295141	9785FID	CL000000013551	LT000000000781
6110	52.04000000	20230404154848	20230404154941	Caricamento Pagina	XXX	TEAMCONFIDI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000006067
5254	52.03000000	20230404085329	20230404085421	Caricamento Pagina	XXX	GIOACHINO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005218
11717	51.95000000	20230412123832	20230412123924	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000011634
10583	51.82000000	20230411115319	20230411115411	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295428	9653FID	CL000000013369	LT000000010507
4737	51.82000000	20230403155652	20230403155744	Caricamento Pagina	XXX	CHIANTIBANCA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004701
10545	51.51000000	20230411113906	20230411113957	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2000	LTGEMMA	GRDisbursementMonitoringDeadLineSEGFinal	I	yyy	GuaranteeRequest	GR000000293644	9415FID	CL000000013067	LT000000010469
7344	50.80000000	20230405091258	20230405091349	Caricamento Pagina	XXX	MSCARINZI	XXX	I	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007289
2167	50.76000000	20230331112430	20230331112521	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	FCATANIA	Completa	I	yyy	GuaranteeRequest	GR000000295140	2382FID	CL000000003798	LT000000002149
10493	50.73000000	20230411112450	20230411112540	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010418
11715	50.70000000	20230412123826	20230412123917	GuaranteeRequestDetail.asp --> Sub ShowForm	#ERR	DCARANGELO	GRInadempimentoIntegrazioneMonitoring	I	yyy	GuaranteeRequest	GR000000293436	411FID	CL000000000760	LT000000011632
8613	50.51000000	20230405151437	20230405151528	Caricamento Pagina	XXX	BARUGO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008544
171	50.32000000	20230330093257	20230330093347	Caricamento Pagina	XXX	MANCINELLIICCREA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000000169
9698	50.27000000	20230407082154	20230407082244	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295366	9799FID	CL000000013561	LT000000009627
4445	50.26000000	20230403150630	20230403150721	Caricamento Pagina	XXX	MALATESTIANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004412
10416	50.13000000	20230411105220	20230411105310	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295237	9713FID	CL000000013451	LT000000010342
10131	50.11000000	20230411093752	20230411093843	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295408	9617FID	CL000000013334	LT000000010060
4358	50.11000000	20230403145359	20230403145449	Caricamento Pagina	XXX	BANCADRIAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004325
10901	50.10000000	20230411164249	20230411164339	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010824
5418	49.88000000	20230404095157	20230404095247	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	RARDIGO	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000005381
5353	49.82000000	20230404093949	20230404094039	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	RARDIGO	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000005317
10587	49.82000000	20230411115337	20230411115427	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000292740	9571FID	CL000000013283	LT000000010510
4010	49.78000000	20230403124035	20230403124124	Caricamento Pagina	XXX	COSVIG	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003977
465	49.74000000	20230330110244	20230330110334	Caricamento Pagina	XXX	PACHINOPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000000461
10817	49.07000000	20230411145545	20230411145634	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295434	9803FID	CL000000013545	LT000000010740
10425	48.85000000	20230411105650	20230411105739	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295420	9674FID	CL000000013404	LT000000010351
10690	48.70000000	20230411130213	20230411130302	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295431	9732FID	CL000000013476	LT000000010613
3157	48.69000000	20230403092846	20230403092934	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003130
5069	48.67000000	20230404081211	20230404081300	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0200	SDELGOBBO	GRPreverification	I	yyy	GuaranteeRequest	GR000000295225	9797FID	CL000000013562	LT000000005033
10782	48.64000000	20230411142306	20230411142354	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295012	9585FID	CL000000013097	LT000000010705
3962	48.52000000	20230403123005	20230403123053	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	COROS	XXX	E	yyy	GuaranteeRequest	XXX	XXX	XXX	LT000000003929
7555	47.81000000	20230405101353	20230405101441	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	DCARANGELO	GRInadempimentoMonitoring	I	yyy	GuaranteeRequest	GR000000291282	4625FID	CL000000006937	LT000000007497
11241	47.80000000	20230412101154	20230412101241	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295434	9803FID	CL000000013545	LT000000011162
8571	47.71000000	20230405145636	20230405145724	Caricamento Pagina	XXX	DESKAGRARIO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008503
9903	47.70000000	20230407120844	20230407120931	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	BANCACENTROQUILICI	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000009832
11743	47.59000000	20230412124609	20230412124657	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000011660
2166	47.59000000	20230331112433	20230331112521	GuaranteeRequestDetail.asp --> Sub ShowForm	#ERR	FCATANIA	Completa	I	yyy	GuaranteeRequest	GR000000295140	2382FID	CL000000003798	LT000000002148
8591	47.51000000	20230405150309	20230405150356	Caricamento Pagina	XXX	DESKAGRARIO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008523
5076	47.46000000	20230404081308	20230404081356	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0200	SDELGOBBO	GRPreverification	I	yyy	GuaranteeRequest	GR000000295225	9797FID	CL000000013562	LT000000005040
3282	47.43000000	20230403095846	20230403095933	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003255
10207	47.43000000	20230411095610	20230411095658	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295310	9751FID	CL000000013485	LT000000010136
10104	47.38000000	20230411093302	20230411093350	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295235	9617FID	CL000000013334	LT000000010033
10244	47.35000000	20230411100107	20230411100154	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295412	9617FID	CL000000013334	LT000000010172
5337	47.27000000	20230404093336	20230404093423	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	RARDIGO	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000005301
10210	47.15000000	20230411095634	20230411095721	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295234	9617FID	CL000000013334	LT000000010139
12128	47.04000000	20230412150640	20230412150727	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294992	9702FID	CL000000013412	LT000000012045
11275	46.82000000	20230412101602	20230412101649	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295366	9799FID	CL000000013561	LT000000011196
10096	46.74000000	20230411093214	20230411093301	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295235	9617FID	CL000000013334	LT000000010025
10219	46.69000000	20230411095740	20230411095826	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295310	9751FID	CL000000013485	LT000000010148
9892	46.14000000	20230407120516	20230407120602	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	BANCACENTROQUILICI	XXX	E	yyy	ClientsLoans	XXX	XXX	XXX	LT000000009821
5125	46.08000000	20230404082437	20230404082523	Caricamento Pagina	XXX	MUGLIONI21	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005089
11214	45.98000000	20230412100713	20230412100759	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295350	9797FID	CL000000013562	LT000000011136
7478	45.92000000	20230405095108	20230405095154	GuaranteeRequestDetail.asp --> Sub SendRecord	#WF0100	MUGLIONI21		E	yyy	GuaranteeRequest	GR000000294989	9800FID	CL000000013549	LT000000007422
2983	45.90000000	20230403091203	20230403091249	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295086	9787FID	CL000000013540	LT000000002962
1485	45.84000000	20230330164541	20230330164627	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000295161	9432FID	CL000000013121	LT000000001471
